donor;recipient;amount;project title;;Settings;;;;;;;;;;;;;;
Sweden;Bilateral, unspecified;3,81226654;WRI cooperation with private sector WRI Climate Financing Project;;;;;;;;;;;;;;;;
Sweden;Bilateral, unspecified;0,127329702;Working group resilience DRR;;;;;;;;;;;;;;;;
Sweden;Bilateral, unspecified;0,770077841;SUSTAINABLE DEVELOPMENT Samverkan med aktrer;;;;;;;;;;;;;;;;
Sweden;Bilateral, unspecified;7,624533079;World Resources Institute 2012-2016;;;;;;;;;;;;;;;;
Sweden;Bilateral, unspecified;0,040410025;Result ITP 261 Colombia;;;;;;;;;;;;;;;;
Sweden;Bilateral, unspecified;1,143679962;ICSU 2012-2013;;;;;;;;;;;;;;;;
Sweden;Bilateral, unspecified;2,287359924;Global Huairou Comission 2012-2014;;;;;;;;;;;;;;;;
Sweden;Bilateral, unspecified;0,015249066;ITP results climate change Indevelop ITP results climate change;;;;;;;;;;;;;;;;
Sweden;Bilateral, unspecified;0,182988794;PIDG Consultants;;;;;;;;;;;;;;;;
Sweden;Bilateral, unspecified;0,609962646;B4D Coffee and Climate Initiative Coffee and Climate;;;;;;;;;;;;;;;;
Sweden;Bolivia;12,44742135;ProAgro Fas 2;;;;;;;;;;;;;;;;
Sweden;Bolivia;0,4667783;Env. Network LIDEMA,CS;;;;;;;;;;;;;;;;
Sweden;Bolivia;4,160759416;LIDEMA Climate Adaptation, CS;;;;;;;;;;;;;;;;
Sweden;Bolivia;2,61973741;Support SNV Nodo SEI;;;;;;;;;;;;;;;;
Sweden;Botswana;0,135918141;Botswana Innovation Hub;;;;;;;;;;;;;;;;
Sweden;Botswana;0,571050079;National Disaster Management Office and Swedish Civil Contingencies Agency (MSB) Disaster Management MSB;;;;;;;;;;;;;;;;
Sweden;Botswana;0,609962646;BWA Demo Environment;;;;;;;;;;;;;;;;
Sweden;Burkina Faso;14,52614071;CCI Water reservoirs CCI Vattenmagasinering;;;;;;;;;;;;;;;;
Sweden;Burkina Faso;0,12328176;Technical secretariat for Donor coordination;;;;;;;;;;;;;;;;
Sweden;Burundi;1,957097947;FAO Burundi 2011-212;;;;;;;;;;;;;;;;
Sweden;Cambodia;1,400334901;CC support to CSO-Forum Syd- Capacity Devel.LNGOs CC support to CSO- Forum Syd- Capacity Devel.LNGOs;;;;;;;;;;;;;;;;
Sweden;Cambodia;1,711520435;UNDP SGP- support CC Adapt' and CC Mitigate';;;;;;;;;;;;;;;;
Sweden;Cambodia;1,219925293;Local Governments and CC integration proj.(LGCC) Local Governments and CC integration proj. (LGCC);;;;;;;;;;;;;;;;
Sweden;Chad;1,525059106;FAO agreement 2012 Humanitarian Programmes;;;;;;;;;;;;;;;;
Sweden;China;0,060681179;Strategic Leadership toward Sustainability program;;;;;;;;;;;;;;;;
Sweden;China;0,042697385;PDC Clean Tech Training;;;;;;;;;;;;;;;;
Sweden;China;0,043307348;Water resource mgmt training SIWI PDC Water resource mgmt Planning Grant PDC;;;;;;;;;;;;;;;;
Sweden;China;0,043307348;Biomass Initiative China;;;;;;;;;;;;;;;;
Sweden;China;1,402914087;CHN DemoEnvironment DemoEnvironment;;;;;;;;;;;;;;;;
Sweden;Ethiopia;1,068654556;FAO agreement 2012 Humanitarian Programmes;;;;;;;;;;;;;;;;
Sweden;Georgia;1,677397277;WB Mtskheta Avlopp Reg Municipal Infra-Mstekheta SW;;;;;;;;;;;;;;;;
Sweden;India;0,011669458;Water Supply Planning WB;;;;;;;;;;;;;;;;
Sweden;India;0,461252543;SMHI-NEERI Air Pollution mgmt;;;;;;;;;;;;;;;;
Sweden;India;0,043204874;PG STWI - Textile management, Jaipur, India;;;;;;;;;;;;;;;;
Sweden;India;0,296243608;Ume-SRU Health and Climate Change;;;;;;;;;;;;;;;;
Sweden;India;1,402914087;IND DemoEnvironment;;;;;;;;;;;;;;;;
Sweden;India;0,042844996;PG STWI - Textile management, Delhi, India;;;;;;;;;;;;;;;;
Sweden;Indonesia;0,029279418;IDN, Planning grant SEB, REDD-LEUSER project;;;;;;;;;;;;;;;;
Sweden;Indonesia;0,869196771;IDN Demo Environment Demo Environment Indonesia;;;;;;;;;;;;;;;;
Sweden;Kenya;0,770511003;Hand in Hand International                         Linkages with Nalep;;;;;;;;;;;;;;;;
Sweden;Kenya;3,082044012;UNICEF, Kenya, Drought crisis in Horn of Africa;;;;;;;;;;;;;;;;
Sweden;Kenya;2,157430808;Unicef ERHP 2011 Kenya;;;;;;;;;;;;;;;;
Sweden;Kenya;53,37173155;Agriculture Sector Support;;;;;;;;;;;;;;;;
Sweden;Korea, Dem. Rep.;0,890122049;ITP Climate course;;;;;;;;;;;;;;;;
Sweden;Korea, Dem. Rep.;0,9128091;FAO agreement 2012 Humanitarian Programmes;;;;;;;;;;;;;;;;
Sweden;Kosovo;2,74937613;Kosovo heating system;;;;;;;;;;;;;;;;
Sweden;Macedonia, FYR;1,166945751;NSSD Mac 2010-2012;;;;;;;;;;;;;;;;
Sweden;Mali;0,616147357;CCI ITP 262 Cert.Forestire MLI BF ITP 262 Cert.Forestire;;;;;;;;;;;;;;;;
Sweden;Mali;0,902438048;CCI ITP WA 261 Climate 2010 261WA Climate 2010;;;;;;;;;;;;;;;;
Sweden;Mali;1,602662886;CCI ITP Climate Change West Africa;;;;;;;;;;;;;;;;
Sweden;Mali;2,592341247;CCI Climate Change Initiative Norwegian Church Aid project (climate change adaptation) CCI NCA project in north of Mali;;;;;;;;;;;;;;;;
Sweden;Middle East, regional;0,442222919;SFG - Regional Water Cooperation 2012-2013. Strategic Forelsight Group. Deepened dialogue and public opinion work on water resources in ME. SFG - Regional Water Cooperation 2012-2013;;;;;;;;;;;;;;;;
Sweden;Namibia;0,047239105;Planning for capacity building in Nam water sector;;;;;;;;;;;;;;;;
Sweden;Namibia;0,503158187;Namibian Water Sector cooperation Programme;;;;;;;;;;;;;;;;
Sweden;Namibia;0,533717316;NAM Demonstration pilot environment NAM Demonstration pilot environment;;;;;;;;;;;;;;;;
Sweden;Niger;1,068654556;FAO agreement 2012 Humanitarian Programmes;;;;;;;;;;;;;;;;
Sweden;Somalia;1,525059106;FAO agreement 2012 Humanitarian Programmes;;;;;;;;;;;;;;;;
Sweden;South & Central Asia, regional;0,062237107;BCAS Climate;;;;;;;;;;;;;;;;
Sweden;South & Central Asia, regional;0,933556601;SEI Climate Adaptation Platform;;;;;;;;;;;;;;;;
Sweden;South & Central Asia, regional;0,311185534;UQ Climate Adaptation Capacity Building;;;;;;;;;;;;;;;;
Sweden;South & Central Asia, regional;1,089149368;UNEP RRC.AP Climate Adaptation Platform;;;;;;;;;;;;;;;;
Sweden;South & Central Asia, regional;0,735838008;Climate Change Campaign;;;;;;;;;;;;;;;;
Sweden;South & Central Asia, regional;4,191579856;TEI-Gov Capacity Building CSOs, Media and TAI;;;;;;;;;;;;;;;;
Sweden;South & Central Asia, regional;0,042697385;Myanmar Green Economy Forum 2012 Myanmar Green Economy Forum;;;;;;;;;;;;;;;;
Sweden;South & Central Asia, regional;4,635716112;UNDP Climate Change Finance 2012-2015 UNDP Climate Change Finance;;;;;;;;;;;;;;;;
Sweden;South Africa;0,038580137;Planning Grant: Minesto AB;;;;;;;;;;;;;;;;
Sweden;South Africa;0,686207977;ZAF: Benchmarks Foundation : CSR Benchmarks Foundation : CSR;;;;;;;;;;;;;;;;
Sweden;South Africa;1,70789541;ZAF: Demo Environment ZAF Demo Environment;;;;;;;;;;;;;;;;
Sweden;South Africa;0,030493863;PG Tricorona CDM Tricorona CDM;;;;;;;;;;;;;;;;
Sweden;South of Sahara, regional;0,196046886;CC ECOWAS Water Observatory;;;;;;;;;;;;;;;;
Sweden;South of Sahara, regional;0,049789685;CC ECOWAS preparatory;;;;;;;;;;;;;;;;
Sweden;South of Sahara, regional;1,541022006;FAO CAP West Africa 2011;;;;;;;;;;;;;;;;
Sweden;South of Sahara, regional;1,8256182;FAO agreement 2012 Humanitarian Programmes;;;;;;;;;;;;;;;;
Sweden;South of Sahara, regional;4,574719847;NELSAP-Mara,Kagera,SMM transboundary river basin m NELSAP- Nile Equatorial Lakes 2013-2015;;;;;;;;;;;;;;;;
Sweden;South of Sahara, regional;1,52491E-07;ITP 261WA final invoice 2010;;;;;;;;;;;;;;;;
Sweden;Syria;1,8256182;FAO agreement 2012 Humanitarian Programmes;;;;;;;;;;;;;;;;
Sweden;Vietnam;0,622371067;GoV capacity study - Inst. vision;;;;;;;;;;;;;;;;
Sweden;Vietnam;0,042788011;PDC planning - Forestry sector Forcast capacity;;;;;;;;;;;;;;;;
Sweden;Vietnam;0,052777067;PDC PG JIBS/IHH-ISPONRE PDC JIBS/IHH-ISPONRE Plan;;;;;;;;;;;;;;;;
Sweden;Vietnam;0,000180488;Translation docs for Harnosand workshop;;;;;;;;;;;;;;;;
Sweden;Vietnam;1,664303766;GoV's Institutional Vision and Road Map;;;;;;;;;;;;;;;;
Sweden;Vietnam;0,044227332;PDC P Climate change education;;;;;;;;;;;;;;;;
Sweden;Vietnam;0,930347038;PDC C SME's green plan in action;;;;;;;;;;;;;;;;
Sweden;Vietnam;1,001664304;PDC C Coastal resilience community;;;;;;;;;;;;;;;;
Sweden;Vietnam;0,044227332;PDC P HYBA and SBH;;;;;;;;;;;;;;;;
Sweden;Vietnam;0,042697385;PDC P Coop Water management Vacne - SIWI PDC P Coop Water management;;;;;;;;;;;;;;;;
Sweden;Vietnam;0,043307348;PDC P Ecolife -Ecological Business Partner Ecolife - Business partnership for CC adaptation;;;;;;;;;;;;;;;;
Sweden;Vietnam;0,479735621;PDC C Payment for Ecosystem Services PDC C Ecosystem Services;;;;;;;;;;;;;;;;
Sweden;Vietnam;0,655709845;PDC C Energy saving and renewable;;;;;;;;;;;;;;;;
Sweden;Vietnam;0,777702374;VIE Demo Environment;;;;;;;;;;;;;;;;
Sweden;Vietnam;0,655404863;PDC C Forestry Forecast capacity PDC-C Forestry Forecast capacity;;;;;;;;;;;;;;;;
Sweden;Vietnam;0,739427218;PDC C Biodiversity;;;;;;;;;;;;;;;;
Sweden;Vietnam;0,754828775;PDC C Education on Climate Change;;;;;;;;;;;;;;;;
Sweden;Vietnam;0,327854922;PDC C Community Adaptation in Lo Gam River basin PDC P Community Adaptation in Lo Gam River basin;;;;;;;;;;;;;;;;
Switzerland;Afghanistan;0,242899008;Helvetas SI. Community-Based DRM;;;;;;;;;;;;;;;;
Switzerland;Africa, regional;0,265513156;Toolbox Food Security DRR+Climate Change;;;;;;;;;;;;;;;;
Switzerland;Africa, regional;0,225968643;Global Climate Observing System Africa C;;;;;;;;;;;;;;;;
Switzerland;Africa, regional;0,225428314;UNFCCC Adaptation Fund Workshop Africa;;;;;;;;;;;;;;;;
Switzerland;Africa, regional;3,854824166;Regional Research Beans & Maize East Africa;;;;;;;;;;;;;;;;
Switzerland;Africa, regional;1,4628E-05;UNFCCC Adaptation fund workshop Africa;;;;;;;;;;;;;;;;
Switzerland;Africa, regional;0,881056451;European Research Area - Agricultural Research for Development (ERA-ARD II);;;;;;;;;;;;;;;;
Switzerland;Africa, regional;5,063542821;African Risk Capacity (ARC);;;;;;;;;;;;;;;;
Switzerland;Albania;0,033895296;Organic Certification and Market Development;;;;;;;;;;;;;;;;
Switzerland;America, regional;0,051181898;Global Credit for Climate Change actions;;;;;;;;;;;;;;;;
Switzerland;Asia, regional;0,508429447;UNICEF Secondment Bangkok;;;;;;;;;;;;;;;;
Switzerland;Bangladesh;0,045193729;EPFL Advanced Studies DRR;;;;;;;;;;;;;;;;
Switzerland;Bangladesh;3,841466931;Climate Change Resilience Fund (BCCRF);;;;;;;;;;;;;;;;
Switzerland;Bangladesh;0,010689702;Capacity Building for effective Response Management through E-learning options in Bangladesh;;;;;;;;;;;;;;;;
Switzerland;Bangladesh;0,161515764;Advanced Studies in DRR;;;;;;;;;;;;;;;;
Switzerland;Bangladesh;9,564469773;Bangladesh Climate Change Resilience Fund (BCCRF)  Contribution;;;;;;;;;;;;;;;;
Switzerland;Bhutan;0,630129773;Participatory Forestry Management Progr.;;;;;;;;;;;;;;;;
Switzerland;Bilateral, unspecified;1,692292764;UNFCCC Supplementary Activities and Participation;;;;;;;;;;;;;;;;
Switzerland;Bilateral, unspecified;1,779503064;World Bank Climate Funds;;;;;;;;;;;;;;;;
Switzerland;Bilateral, unspecified;0,338952965;UNITAR Programme on Climate change;;;;;;;;;;;;;;;;
Switzerland;Bilateral, unspecified;0,589439205;Global Credit for Climate Change actions;;;;;;;;;;;;;;;;
Switzerland;Bilateral, unspecified;0,169476482;PLANAT Protection contre dangers naturels;;;;;;;;;;;;;;;;
Switzerland;Bilateral, unspecified;0,227489956;Economics of Adaptation to CC;;;;;;;;;;;;;;;;
Switzerland;Bilateral, unspecified;2,146702109;UNDP Capacity Development for Policy Mak;;;;;;;;;;;;;;;;
Switzerland;Bilateral, unspecified;0,112984322;Global Credit for Analysis&Policy Studies and Events;;;;;;;;;;;;;;;;
Switzerland;Bilateral, unspecified;0,225968643;REDD Partnership Secretariat 2010;;;;;;;;;;;;;;;;
Switzerland;Bilateral, unspecified;26,09937827;Scaling-up Renewable Energy Programme;;;;;;;;;;;;;;;;
Switzerland;Bilateral, unspecified;1,408926961;World Bank Climate Funds SCCF - Special Climate Change Fund;;;;;;;;;;;;;;;;
Switzerland;Bilateral, unspecified;0,186397656;UNFCCC Preparatory Process leading to the UNFCCC COP 17 in Durban (Ministerial Consultations & PreCOP in South Africa);;;;;;;;;;;;;;;;
Switzerland;Bilateral, unspecified;1,127141569;World Bank Climate Funds LDCF - Least Developed Countries Fund for Climate Change;;;;;;;;;;;;;;;;
Switzerland;Bilateral, unspecified;0,041140667;WFP institut. support - DRR/CCA tool box;;;;;;;;;;;;;;;;
Switzerland;Bilateral, unspecified;0,597385032;ISDR Global Platform for Disaster Risk Reduction;;;;;;;;;;;;;;;;
Switzerland;Bilateral, unspecified;3,381424707;Global Multi Contrib WB Adaptation Fund;;;;;;;;;;;;;;;;
Switzerland;Bilateral, unspecified;0,675711992;World Bank Global Facility for Disaster;;;;;;;;;;;;;;;;
Switzerland;Bilateral, unspecified;0,326871055;UNEP. Implementationa of GC Dec. 26/15;;;;;;;;;;;;;;;;
Switzerland;Bilateral, unspecified;3,381424707;Global Facility for Disaster Risk;;;;;;;;;;;;;;;;
Switzerland;Bilateral, unspecified;0,506354282;Global Framework for Climate Services;;;;;;;;;;;;;;;;
Switzerland;Bilateral, unspecified;0,067513904;(UNFCCC) Philippines-Swiss Initiative on REDD;;;;;;;;;;;;;;;;
Switzerland;Bilateral, unspecified;0,168784761;WMO Starthilfe Sekretariat Global Framework for Climate Services;;;;;;;;;;;;;;;;
Switzerland;Bilateral, unspecified;0,05911855;Raising SDC profile in global forest;;;;;;;;;;;;;;;;
Switzerland;Bilateral, unspecified;1,332274378;Solidariteau : boosting decentralized water solidarity mechanisms at the Swiss and global level;;;;;;;;;;;;;;;;
Switzerland;Bilateral, unspecified;1,800370781;PROFOR  Program on Forests;;;;;;;;;;;;;;;;
Switzerland;Bilateral, unspecified;0,562615869;International Conference Global Platform Disaster for Risk Reduction of the UN Secretariat of the International Strategy on Disaster Reduction UNISDR;;;;;;;;;;;;;;;;
Switzerland;Bilateral, unspecified;0,768533277;Raising SDC profile in global forestry & climate change;;;;;;;;;;;;;;;;
Switzerland;Bilateral, unspecified;0,168784761;IISD CLIMATE-L UN Knowledge Management Platform;;;;;;;;;;;;;;;;
Switzerland;Bilateral, unspecified;1,294016499;Rights and Resources Initiative;;;;;;;;;;;;;;;;
Switzerland;Bolivia;1,886513972;PRRD Scaling-up Cambio Climtico;;;;;;;;;;;;;;;;
Switzerland;Bolivia;2,99408452;Programa de Reduccin de Riesgo;;;;;;;;;;;;;;;;
Switzerland;Bolivia;0,225428314;Fortalecimiento de las mujeres;;;;;;;;;;;;;;;;
Switzerland;Bolivia;1,969155541;Scaling-up  of Programme for Disaster Risk Reduction (PDRR or PRRD from Spanish) in Bolivia;;;;;;;;;;;;;;;;
Switzerland;Bolivia;0,393831108;Adaptation to Backspace Accelerated of Glaciers in the Tropical Andes;;;;;;;;;;;;;;;;
Switzerland;Brazil;0,225428314;Emergency Aid Hurricanes 2011;;;;;;;;;;;;;;;;
Switzerland;Central Asia, regional;0,3128945;Coordination Prevention&Preparedness Central Asia;;;;;;;;;;;;;;;;
Switzerland;Chad;0,11003995;UNHCR Secondment Environment Management;;;;;;;;;;;;;;;;
Switzerland;Chad;4,635238395;Cartographie des Ressources en Eau;;;;;;;;;;;;;;;;
Switzerland;Chad;0,169071235;Seuils d'pandage en zone sahlienne;;;;;;;;;;;;;;;;
Switzerland;Chad;8,731798287;Gestion des eaux de ruissellement dans le sahel tchadien;;;;;;;;;;;;;;;;
Switzerland;China;1,129843215;Early Warning of GLOF Glacier Lake Yarkant;;;;;;;;;;;;;;;;
Switzerland;China;1,169042164;Global Programme Climate Change Office SDC;;;;;;;;;;;;;;;;
Switzerland;China;0,49594229;Flood Risk Management Changja;;;;;;;;;;;;;;;;
Switzerland;China;0,101442741;Dam Safety Enhancement Program;;;;;;;;;;;;;;;;
Switzerland;China;0,225445192;Economics of Adaptation in Water;;;;;;;;;;;;;;;;
Switzerland;China;1,800370781;Climate Change Adaptation in China: Monitoring and Early Warning of Glacier Lake Outburst Floods in the Area of the Yarkant River;;;;;;;;;;;;;;;;
Switzerland;China;0,207999087;Dam Safety Enhancement Program in China;;;;;;;;;;;;;;;;
Switzerland;China;0,090018539;Adaptation to Climate Change through Integrated Flood Risk Management in Changjang River Basin;;;;;;;;;;;;;;;;
Switzerland;Colombia;6,001727158;Environmental Monitoring Project;;;;;;;;;;;;;;;;
Switzerland;Cuba;0,021891344;Hurricane Saison 2008;;;;;;;;;;;;;;;;
Switzerland;Cuba;0,225428314;UN-Habitat: Capacidades ciudad.;;;;;;;;;;;;;;;;
Switzerland;Cuba;0,202885482;CC/IPS Retos de la Naturaleza;;;;;;;;;;;;;;;;
Switzerland;Cuba;0,377592426;Climate Change / Recuperacin Malecnange;;;;;;;;;;;;;;;;
Switzerland;Cuba;4,332142191;Programa de Innovacin Agropecuaria Local PIAL;;;;;;;;;;;;;;;;
Switzerland;Cuba;3,420704483;BASAL - Bases Environnementales pour la Scurit Alimentaire Locale (Bases Ambientales para la Sostenibilidad Alimentaria Local);;;;;;;;;;;;;;;;
Switzerland;Cuba;1,603455227;Support to Sustainable Agriculture in Cuba;;;;;;;;;;;;;;;;
Switzerland;Ethiopia;0,901713255;ACF. Food Security in Southern Ethiopia;;;;;;;;;;;;;;;;
Switzerland;Far East Asia, regional;0,830434763;ASEAN-Swiss Partnership on Social Forest;;;;;;;;;;;;;;;;
Switzerland;Far East Asia, regional;1,035213199;Mekong CC-PIP: Climate Change Partnership with Indigenous Peoples;;;;;;;;;;;;;;;;
Switzerland;Georgia;0,507213706;Prevention & Preparedness System;;;;;;;;;;;;;;;;
Switzerland;Ghana;0,686944675;Value Chain Organic and Fair Trade Cocoa;;;;;;;;;;;;;;;;
Switzerland;Grenada;0,013185466;UNFCCC Preparatory Process leading to the UNFCCC COP 17 in Durban (Ministerial Consultations & PreCOP in South Africa);;;;;;;;;;;;;;;;
Switzerland;Honduras;0,621413768;UNDP:Promoting strategies CCA+DRR;;;;;;;;;;;;;;;;
Switzerland;India;1,125323842;Coordination Office New Delhi;;;;;;;;;;;;;;;;
Switzerland;India;1,916140667;WOTR Watershed Org. Trust Partnership for Climate;;;;;;;;;;;;;;;;
Switzerland;India;3,606853021;Climate resilience through risk;;;;;;;;;;;;;;;;
Switzerland;India;4,186282228;Himalaya Climate Adaptation;;;;;;;;;;;;;;;;
Switzerland;Indonesia;0,15176619;Feasibility Study for Environmental Credit Line;;;;;;;;;;;;;;;;
Switzerland;Kyrgyz Republic;0,279636196;Trade promotion for organic cotton phase II;;;;;;;;;;;;;;;;
Switzerland;Kyrgyz Republic;7,995251972;At Bashy Rehabilitation of the Hydropowerplant;;;;;;;;;;;;;;;;
Switzerland;Laos;1,575324433;Flood Management and Mitigation Programme;;;;;;;;;;;;;;;;
Switzerland;Liberia;0,163435528;ACF Nutrition Greater Monrovia;;;;;;;;;;;;;;;;
Switzerland;Liberia;0,191289395;Rehabilitation of wells after flooding;;;;;;;;;;;;;;;;
Switzerland;Madagascar;0,498991102;FORECA Pilotproject Avoided Deforestation;;;;;;;;;;;;;;;;
Switzerland;Mongolia;5,084294468;Environment Real Gold;;;;;;;;;;;;;;;;
Switzerland;Mongolia;0,037284826;Global Credit for Climate Change actions;;;;;;;;;;;;;;;;
Switzerland;Mongolia;2,366997295;Coping with Desertification;;;;;;;;;;;;;;;;
Switzerland;Mongolia;1,352569883;Pastoral Ecosystem Management;;;;;;;;;;;;;;;;
Switzerland;Mongolia;0,263304227;Coping with Desertification in Mongolia;;;;;;;;;;;;;;;;
Switzerland;Morocco;0,07889991;Uni Lausanne cartes dangers;;;;;;;;;;;;;;;;
Switzerland;Morocco;0,507213706;Centre de Veille et Coordination;;;;;;;;;;;;;;;;
Switzerland;Morocco;0,078766222;Amlioration de la surveillance de crues dans le bassin de Fs;;;;;;;;;;;;;;;;
Switzerland;Morocco;0,001953402;Exposition  Adaptation auChangement Climatiques;;;;;;;;;;;;;;;;
Switzerland;Mozambique;4,029531109;Coastal Protection of the City of Beira;;;;;;;;;;;;;;;;
Switzerland;Myanmar;0,202885482;Solidarits. recovery after Giri;;;;;;;;;;;;;;;;
Switzerland;Nepal;4,054653919;River Protection Works in East Chitwan;;;;;;;;;;;;;;;;
Switzerland;Nicaragua;3,944995491;ACC Las Segovias Nicaragua;;;;;;;;;;;;;;;;
Switzerland;Niger;0,225046348;Niger Nutrition Nothilfe;;;;;;;;;;;;;;;;
Switzerland;Pakistan;4,767808837;Water for Livelihoods;;;;;;;;;;;;;;;;
Switzerland;Pakistan;1,30748422;Water & Energy Secur. through Micro Hydels;;;;;;;;;;;;;;;;
Switzerland;Pakistan;0,152164112;HSI.Commun.Based DRR Chail Valley. Swat;;;;;;;;;;;;;;;;
Switzerland;Pakistan;0,011252317;Community Based Disaster Risk Reduction Project in Chail Valley, Swat;;;;;;;;;;;;;;;;
Switzerland;Peru;3,479917102;National Programm Climate Change;;;;;;;;;;;;;;;;
Switzerland;Peru;9,3668921;Climate Change and Glacier Threats;;;;;;;;;;;;;;;;
Switzerland;Peru;3,572610768;CLIMANDES  Servicios CLIMticos con nfasis en los ANdes en apoyo a las DEcisioneS;;;;;;;;;;;;;;;;
Switzerland;Peru;0,04797538;Risk Governance in Guzco and Apurimac;;;;;;;;;;;;;;;;
Switzerland;Peru;2,201709435;Programa de Adaptacin Climatico;;;;;;;;;;;;;;;;
Switzerland;Peru;0,225046348;Crdit global pour petites actions;;;;;;;;;;;;;;;;
Switzerland;Philippines;0,011298432;Global Credit for Analysis&Policy Studies and Events;;;;;;;;;;;;;;;;
Switzerland;Philippines;0,090344856;Floods Phillipinnes;;;;;;;;;;;;;;;;
Switzerland;South Africa;0,225968643;Small Actions in the field;;;;;;;;;;;;;;;;
Switzerland;South America, regional;2,03823716;PROBONA Conservation Equateur / Bolivie;;;;;;;;;;;;;;;;
Switzerland;South of Sahara, regional;0,327654532;African Forest Forum;;;;;;;;;;;;;;;;
Switzerland;South of Sahara, regional;3,299142188;CIMMYT Drought Tolerance on Maize;;;;;;;;;;;;;;;;
Switzerland;South of Sahara, regional;0,169476482;Weather-index based Crop Insurance;;;;;;;;;;;;;;;;
Switzerland;South of Sahara, regional;0,175041704;WFP Food Securtiy West Africa;;;;;;;;;;;;;;;;
Switzerland;South of Sahara, regional;0,525410082;Secondment: Emergency Preparedness Officer West-Afrika;;;;;;;;;;;;;;;;
Switzerland;South of Sahara, regional;4,219619017;Surveillance Environnementale au Sahel;;;;;;;;;;;;;;;;
Switzerland;South of Sahara, regional;0,208167872;Weather-index based Crop Insurance in Zimbabwe, Swaziland, Zambia, Malawi;;;;;;;;;;;;;;;;
Switzerland;Tajikistan;0,01735798;UNITAR Participation of a delegate from Tajikistan in UNFCCC meetings;;;;;;;;;;;;;;;;
Switzerland;Tajikistan;0,023243912;Participation of a delegate from Tajikistan in UNFCCC meetings;;;;;;;;;;;;;;;;
Switzerland;Tajikistan;0,117136624;Swiss Cooperation Office;;;;;;;;;;;;;;;;
Switzerland;Zimbabwe;2,254283138;Small Irrigation Scheme;;;;;;;;;;;;;;;;
United Kingdom;Africa, regional;1,083581829;Adaptation Learning Programme (Alp);;;;;;;;;;;;;;;;
United Kingdom;Africa, regional;3,456968525;African Risk Capacity (Arc) - Establishing a Pan-African Disaster Risk Pool for Food Security;;;;;;;;;;;;;;;;
United Kingdom;Africa, regional;0,002370493;NEWAI UK Visit Costs (FCO);;;;;;;;;;;;;;;;
United Kingdom;Africa, regional;0,041154387;Pan Africa Disaster Risk Pool for Food Security Design Costs;;;;;;;;;;;;;;;;
United Kingdom;Africa, regional;0,164617549;AECF Renewable Energy and Adaptation Climate Technologies Window (ARD);;;;;;;;;;;;;;;;
United Kingdom;Africa, regional;0,245280148;Supporting Ethiopian Negotiators;;;;;;;;;;;;;;;;
United Kingdom;Africa, regional;0,041154387;Facilitating Programmes of Activities for Clean Development Mechanism - Programme Design;;;;;;;;;;;;;;;;
United Kingdom;Africa, regional;0,161345512;Water Resource Management - Cooperation in International Waters in Africa;;;;;;;;;;;;;;;;
United Kingdom;Africa, regional;1,318044974;Oxfam Consortium - Building Resilience to Climate Related Hazards;;;;;;;;;;;;;;;;
United Kingdom;Africa, regional;0,801538955;Green Africa Power (GAP) - RDEL;;;;;;;;;;;;;;;;
United Kingdom;Africa, regional;0,023850414;Summaries of the impact of climate change on DFID countries in Africa (total 10 countries);;;;;;;;;;;;;;;;
United Kingdom;Africa, regional;0,213281782;Climate Smart - Start-up & Evidence and Learning Component;;;;;;;;;;;;;;;;
United Kingdom;Africa, regional;0,670469126;Climate Smart Agriculture Policy and Results Facility;;;;;;;;;;;;;;;;
United Kingdom;Africa, regional;0,989476649;ClimateSmart - Regional Vulnerability Assessments and Analysis Strategic Plan;;;;;;;;;;;;;;;;
United Kingdom;Africa, regional;2,229291595;ClimateSmart - Reducing Vulnerability Assessments - Technical Support;;;;;;;;;;;;;;;;
United Kingdom;America, regional;0,014520914;Support Guat/Hond authorities to attend World Climate Change Summit in Cancun. Encourage Central American Governments to: - Engage in world climate negotiations - not to address a negative agenda at the negotiations, but rather constructive - and implemen;;;;;;;;;;;;;;;;
United Kingdom;America, regional;0,073182998;Biofuel Sustainability Assessment in Argentina and Paraguay;;;;;;;;;;;;;;;;
United Kingdom;America, regional;0,035299567;Community Climate Change;;;;;;;;;;;;;;;;
United Kingdom;Angola;0,00717074;Community environmental awareness and tree-planting campaign;;;;;;;;;;;;;;;;
United Kingdom;Angola;0,004780471;Tree Planting to Combat Climate Change;;;;;;;;;;;;;;;;
United Kingdom;Argentina;0,002232049;Provide educators and media with a concrete and innovative tool for teaching young children about climate change.;;;;;;;;;;;;;;;;
United Kingdom;Argentina;0,053107267;Social impact study of climate change in Argentina & Political Dialogues;;;;;;;;;;;;;;;;
United Kingdom;Argentina;0,000508668;Workshops on Energy efficiency for City of Buenos Aires Schools & Hospitals.;;;;;;;;;;;;;;;;
United Kingdom;Argentina;0,369016158;Global Climate Generation;;;;;;;;;;;;;;;;
United Kingdom;Argentina;0,000799806;Events on Climate change;;;;;;;;;;;;;;;;
United Kingdom;Argentina;0,008408293;Inward visit of a British Expert on Energy Efficiency Prof. Stephen Schmidt (UCL).;;;;;;;;;;;;;;;;
United Kingdom;Argentina;0,000343235;Sharing of expertise on sustainable construction.;;;;;;;;;;;;;;;;
United Kingdom;Argentina;0,000792178;Videoconference on drafting Climate Change legislation;;;;;;;;;;;;;;;;
