source;id;projecttitle;year;amount;currency;donor;recipient;recipient_mapped;purpose;sector;sector_mapped
oecd_riomarkers;3579;Bogota Biodiversity Conference;2012;4308;USD;United Kingdom;Colombia;Colombia;democratic participation and civil society;i.5.a. government & civil society-general;Government / trade / finance
oecd_riomarkers;3580;Planet Under Pressure;2012;2097;USD;United Kingdom;Cuba;Cuba;environmental policy and admin. mgmt;iv.1. general environment protection;natural resource management
oecd_riomarkers;3581;Renewable energy for all;2012;15339;USD;United Kingdom;Cuba;Cuba;power generation/renewable sources;ii.3. energy;natural resource management
oecd_riomarkers;3582;Planet under pressure;2012;2185;USD;United Kingdom;Cuba;Cuba;environmental policy and admin. mgmt;iv.1. general environment protection;natural resource management
oecd_riomarkers;3583;A Cuban carbon calculator;2012;12434;USD;United Kingdom;Cuba;Cuba;environmental policy and admin. mgmt;iv.1. general environment protection;natural resource management
oecd_riomarkers;3584;Green budget;2012;4589;USD;United Kingdom;Cuba;Cuba;environmental policy and admin. mgmt;iv.1. general environment protection;natural resource management
oecd_riomarkers;3585;Green budget;2012;5218;USD;United Kingdom;Cuba;Cuba;environmental policy and admin. mgmt;iv.1. general environment protection;natural resource management
oecd_riomarkers;3586;Climate Change- Recycling Waste Management;2012;11591;USD;United Kingdom;Dominican Republic;Dominican Republic;waste management/disposal;i.4. water supply & sanitation;health
oecd_riomarkers;3587;Visit by Lord Nicholas Stern;2012;897;USD;United Kingdom;Ecuador;Ecuador;environmental policy and admin. mgmt;iv.1. general environment protection;natural resource management
oecd_riomarkers;3588;La Basuroteca;2012;2954;USD;United Kingdom;Ecuador;Ecuador;environmental education/training;iv.1. general environment protection;natural resource management
oecd_riomarkers;3589;Call for Grants;2012;6485;USD;United Kingdom;Ecuador;Ecuador;environmental education/training;iv.1. general environment protection;natural resource management
oecd_riomarkers;3590;Vulvete Verde! - Visit by Lord Stern;2012;419;USD;United Kingdom;Ecuador;Ecuador;environmental policy and admin. mgmt;iv.1. general environment protection;natural resource management
oecd_riomarkers;3591;Vulvete Verde! - Visit by James Painter, Reuters Institute for the Study of Journalism.;2012;3239;USD;United Kingdom;Ecuador;Ecuador;environmental policy and admin. mgmt;iv.1. general environment protection;natural resource management
oecd_riomarkers;3592;Climate Change Project;2012;4326;USD;United Kingdom;Egypt;Egypt;environmental policy and admin. mgmt;iv.1. general environment protection;natural resource management
oecd_riomarkers;3593;Climate Change Challenges in Central America, Regional Forum;2012;4926;USD;United Kingdom;El Salvador;El Salvador;environmental policy and admin. mgmt;iv.1. general environment protection;natural resource management
oecd_riomarkers;3594;Pacific Climate Change Workshop;2012;4580;USD;United Kingdom;Fiji;Fiji;environmental policy and admin. mgmt;iv.1. general environment protection;natural resource management
oecd_riomarkers;3595;Fiji Floods Disaster Relief;2012;31615;USD;United Kingdom;Fiji;Fiji;material relief assistance and services;viii.1. emergency response;disaster risk reduction
oecd_riomarkers;3596;Water pump for Lololo Primary School;2012;3575;USD;United Kingdom;Fiji;Fiji;basic drinking water supply;i.4. water supply & sanitation;health
oecd_riomarkers;3597;Strenghtening National Governance of Climate Adaption in the Pacific Region;2012;18700;USD;United Kingdom;Fiji;Fiji;environmental policy and admin. mgmt;iv.1. general environment protection;natural resource management
oecd_riomarkers;3598;MOFE Climate Change Programme;2012;3090;USD;United Kingdom;Gambia;The Gambia;environmental policy and admin. mgmt;iv.1. general environment protection;natural resource management
oecd_riomarkers;3599;Training of selected journalist on environmental Journalism;2012;3122;USD;United Kingdom;Ghana;Ghana;environmental education/training;iv.1. general environment protection;natural resource management
oecd_riomarkers;3600;Environmental protection agency workshop;2012;6556;USD;United Kingdom;Ghana;Ghana;environmental policy and admin. mgmt;iv.1. general environment protection;natural resource management
oecd_riomarkers;3601;Reclaiming of Land in the Akim Communities in the Eastern part of Ghana;2012;7441;USD;United Kingdom;Ghana;Ghana;environmental policy and admin. mgmt;iv.1. general environment protection;natural resource management
oecd_riomarkers;3602;Iwokrama: training manuals;2012;159;USD;United Kingdom;Guyana;Guyana;environmental policy and admin. mgmt;iv.1. general environment protection;natural resource management
oecd_riomarkers;3603;Housing Expo in Haiti;2012;2510;USD;United Kingdom;Haiti;Haiti;environmental policy and admin. mgmt;iv.1. general environment protection;natural resource management
oecd_riomarkers;3604;Visit of India Climate Change MPs to UK- April 2012;2012;16468;USD;United Kingdom;India;India;legislatures and political parties;i.5.a. government & civil society-general;Government / trade / finance
oecd_riomarkers;3605;Efficient Policy Designs for Sustainable Energy Development;2012;6419;USD;United Kingdom;India;India;power generat./non-renewable sources;ii.3. energy;natural resource management
oecd_riomarkers;3606;Orissa Stakeholder Meet: Driving Low Carbon Developmental Strategies;2012;3746;USD;United Kingdom;India;India;environmental policy and admin. mgmt;iv.1. general environment protection;natural resource management
oecd_riomarkers;3607;Strengthening India's Clean Energy initiative;2012;5948;USD;United Kingdom;India;India;environmental policy and admin. mgmt;iv.1. general environment protection;natural resource management
oecd_riomarkers;3608;Global Climate Generation;2012;26448;USD;United Kingdom;India;India;environmental education/training;iv.1. general environment protection;natural resource management
oecd_riomarkers;3609;Workshop to identify policy measures for creating Low Carbon Pathways for Sustainable Development at local level;2012;4057;USD;United Kingdom;India;India;environmental policy and admin. mgmt;iv.1. general environment protection;natural resource management
oecd_riomarkers;3610;Global Climate Generation;2012;6530;USD;United Kingdom;Indonesia;Indonesia;environmental education/training;iv.1. general environment protection;natural resource management
oecd_riomarkers;3611;Global Climate Generation;2012;12494;USD;United Kingdom;Indonesia;Indonesia;environmental education/training;iv.1. general environment protection;natural resource management
oecd_riomarkers;3612;Supporting the Annual Think Green 4 conference to be held on 5th and 6th March 2012;2012;3708;USD;United Kingdom;Jordan;Jordan;environmental policy and admin. mgmt;iv.1. general environment protection;natural resource management
oecd_riomarkers;3613;UK's Climate Change Work in Lao PDR;2012;1743;USD;United Kingdom;Laos;Laos;environmental policy and admin. mgmt;iv.1. general environment protection;natural resource management
oecd_riomarkers;3614;Contribution to the inclusion of traditional knowledge related to biodiversity within the national legal framework in Madagascar;2012;3068;USD;United Kingdom;Madagascar;Madagascar;environmental policy and admin. mgmt;iv.1. general environment protection;natural resource management
oecd_riomarkers;3615;Developing a National Registry Web Portal for Carbon Disclosure;2012;4912;USD;United Kingdom;Malaysia;Malaysia;environmental policy and admin. mgmt;iv.1. general environment protection;natural resource management
oecd_riomarkers;3616;Malaysia's National Carbon Disclosure Initiative;2012;8016;USD;United Kingdom;Malaysia;Malaysia;environmental policy and admin. mgmt;iv.1. general environment protection;natural resource management
oecd_riomarkers;3617;Climate Change Training;2012;3003;USD;United Kingdom;Malaysia;Malaysia;environmental education/training;iv.1. general environment protection;natural resource management
oecd_riomarkers;3618;Climate Change and Security Event in Male;2012;12306;USD;United Kingdom;Maldives;Maldives;environmental policy and admin. mgmt;iv.1. general environment protection;natural resource management
oecd_riomarkers;3619;Climate Change Resources for the Marshall Islands and UK Outreach;2012;1934;USD;United Kingdom;Marshall Islands;Marshall Islands;environmental policy and admin. mgmt;iv.1. general environment protection;natural resource management
oecd_riomarkers;3620;Climate Change Resources in Marshall Islands and UK Outreach;2012;6607;USD;United Kingdom;Marshall Islands;Marshall Islands;environmental policy and admin. mgmt;iv.1. general environment protection;natural resource management
oecd_riomarkers;3621;Car Use Reduction Strategies in Mexican Cities;2012;43852;USD;United Kingdom;Mexico;Mexico;environmental policy and admin. mgmt;iv.1. general environment protection;natural resource management
oecd_riomarkers;3622;Global Climate Generation;2012;50986;USD;United Kingdom;Mexico;Mexico;environmental education/training;iv.1. general environment protection;natural resource management
oecd_riomarkers;3623;Car Use Reduction Strategies in Mexican Cities;2012;50611;USD;United Kingdom;Mexico;Mexico;environmental policy and admin. mgmt;iv.1. general environment protection;natural resource management
oecd_riomarkers;3624;Support to development of Mongolias green economy strategy and action programme;2012;39144;USD;United Kingdom;Mongolia;Mongolia;public sector policy and adm. management;i.5.a. government & civil society-general;Government / trade / finance
oecd_riomarkers;3625;Climate Change Conference in Dakar;2012;533;USD;United Kingdom;Nepal;Nepal;environmental policy and admin. mgmt;iv.1. general environment protection;natural resource management
oecd_riomarkers;3626;Global Climate Generation;2012;8052;USD;United Kingdom;Nigeria;Nigeria;environmental education/training;iv.1. general environment protection;natural resource management
oecd_riomarkers;3627;CSW Seminar in New York;2012;1339;USD;United Kingdom;Papua New Guinea;Papua New Guinea;environmental education/training;iv.1. general environment protection;natural resource management
oecd_riomarkers;3628;Matching Local Government Low Carbon Ambition Through Financing Progs and National Policy Support;2012;3198;USD;United Kingdom;Philippines;Philippines;environmental policy and admin. mgmt;iv.1. general environment protection;natural resource management
oecd_riomarkers;3629;Building Climate Resiliency in Marine Protected Area Workshop;2012;732;USD;United Kingdom;Philippines;Philippines;environmental policy and admin. mgmt;iv.1. general environment protection;natural resource management
oecd_riomarkers;3630;Budgt Tracking and Reforms for Clean Air and Renewable Energy;2012;6469;USD;United Kingdom;Philippines;Philippines;public finance management;i.5.a. government & civil society-general;Government / trade / finance
oecd_riomarkers;3631;Pacific Climate Change visit to UN;2012;4591;USD;United Kingdom;Solomon Islands;Solomon Islands;environmental policy and admin. mgmt;iv.1. general environment protection;natural resource management
oecd_riomarkers;3632;Development of a Greenhouse Gas Emissions Data Base for the Agricultural and Transport Sectors of South Africa;2012;7555;USD;United Kingdom;South Africa;South Africa;biosphere protection;iv.1. general environment protection;natural resource management
oecd_riomarkers;3633;Tactical Fund for Energy Efficiency in South Africa;2012;45942;USD;United Kingdom;South Africa;South Africa;power generat./non-renewable sources;ii.3. energy;natural resource management
oecd_riomarkers;3634;SSA LCR ART Climate Through Art;2012;64170;USD;United Kingdom;South Africa;South Africa;environmental education/training;iv.1. general environment protection;natural resource management
oecd_riomarkers;3635;Sixth Biennial Caribbean Environmental Forum and Exhibition: The Green Economy;2012;12410;USD;United Kingdom;St. Kitts-Nevis;Saint Kitts and Nevis;environmental policy and admin. mgmt;iv.1. general environment protection;natural resource management
oecd_riomarkers;3636;One Planet Centre Film Screening in St Lucia;2012;1236;USD;United Kingdom;St. Lucia;St. Lucia;environmental policy and admin. mgmt;iv.1. general environment protection;natural resource management
oecd_riomarkers;3637;Climate & Faith;2012;15449;USD;United Kingdom;Sudan;Sudan;environmental education/training;iv.1. general environment protection;natural resource management
oecd_riomarkers;3638;Mitigation and adaptation to climate change at community level in Rasht Valley;2012;5988;USD;United Kingdom;Tajikistan;Tajikistan;environmental policy and admin. mgmt;iv.1. general environment protection;natural resource management
oecd_riomarkers;3639;Support to VSO Climate Change volunteer in Kagera;2012;2679;USD;United Kingdom;Tanzania;Tanzania;environmental policy and admin. mgmt;iv.1. general environment protection;natural resource management
oecd_riomarkers;3640;Climate Change project suite;2012;10093;USD;United Kingdom;Tanzania;Tanzania;environmental policy and admin. mgmt;iv.1. general environment protection;natural resource management
oecd_riomarkers;3641;Capacity-building and institutional strengthening for enhanced climate resilience in Bukoba Region;2012;506;USD;United Kingdom;Tanzania;Tanzania;environmental policy and admin. mgmt;iv.1. general environment protection;natural resource management
oecd_riomarkers;3642;Global Climate Generation;2012;315264;USD;United Kingdom;Thailand;Thailand;environmental education/training;iv.1. general environment protection;natural resource management
oecd_riomarkers;3643;Global Climate Generation;2012;387207;USD;United Kingdom;Thailand;Thailand;environmental education/training;iv.1. general environment protection;natural resource management
oecd_riomarkers;3644;E-idea Competition;2012;1860;USD;United Kingdom;Thailand;Thailand;environmental education/training;iv.1. general environment protection;natural resource management
oecd_riomarkers;3645;Tuvalu de-salination project;2012;31516;USD;United Kingdom;Tuvalu;Tuvalu;sanitation - large systems;i.4. water supply & sanitation;health
oecd_riomarkers;3646;Training on Disaster Management for Civil Protection Authorities;2012;9270;USD;United Kingdom;Venezuela;Venezuela;disaster prevention and preparedness;viii.3. disaster prevention & preparedness;disaster risk reduction
oecd_riomarkers;3647;Global Climate Generation;2012;8599;USD;United Kingdom;Venezuela;Venezuela;environmental education/training;iv.1. general environment protection;natural resource management
oecd_riomarkers;3648;Global Climate Generation;2012;121621;USD;United Kingdom;Vietnam;Vietnam;environmental education/training;iv.1. general environment protection;natural resource management
oecd_riomarkers;3649;UNDP SIDS Sustainable Energy Conference;2012;14950;USD;United Kingdom;West Indies, regional;Non-specific;environmental policy and admin. mgmt;iv.1. general environment protection;natural resource management
oecd_riomarkers;3650;CCCCC to COP 17;2012;1236;USD;United Kingdom;West Indies, regional;Non-specific;environmental policy and admin. mgmt;iv.1. general environment protection;natural resource management
oecd_riomarkers;3651;Dissemination of CARIBSAVE Climate Change film series and risk atlas;2012;3090;USD;United Kingdom;West Indies, regional;Non-specific;environmental policy and admin. mgmt;iv.1. general environment protection;natural resource management
oecd_riomarkers;3652;Third Caribbean Sustainable Energy Forum (CSEF III) and Exhibition;2012;23768;USD;United Kingdom;West Indies, regional;Non-specific;environmental policy and admin. mgmt;iv.1. general environment protection;natural resource management
oecd_riomarkers;3653;Tearfund Scotland : Water and climate justice in Malawi;2012;152472;USD;United Kingdom;Malawi;Malawi;water resources policy/admin. mgmt;i.4. water supply & sanitation;health
oecd_riomarkers;3654;SCIAF:Best practices and innovation in sustainable water resource management for enhancing climate change resilience in southern Malawi.;2012;160260;USD;United Kingdom;Malawi;Malawi;water resources protection;i.4. water supply & sanitation;health
oecd_riomarkers;3655;University of Strathclyde : Water futures: climate change adaptation  long term ground water resource management in Chikhwawa district Malawi;2012;160502;USD;United Kingdom;Malawi;Malawi;water resources policy/admin. mgmt;i.4. water supply & sanitation;health
oecd_riomarkers;3656;Voluntary Service Overseas : water futures: towards equitable resource strategies;2012;198482;USD;United Kingdom;Malawi;Malawi;water supply & sanit. - large systems;i.4. water supply & sanitation;health
oecd_riomarkers;3657;International Resources and Recycling Institute (IRRI) : Rural Off-Grid Energy Kiosks;2012;289498;USD;United Kingdom;Malawi;Malawi;power generation/renewable sources;ii.3. energy;natural resource management
oecd_riomarkers;3658;Strathclyde University : Renewable Energy Acceleration Programme;2012;967341;USD;United Kingdom;Malawi;Malawi;power generation/renewable sources;ii.3. energy;natural resource management
oecd_riomarkers;3659;Christian Engineers in Development : Community Water Project;2012;65815;USD;United Kingdom;Pakistan;Pakistan;basic drinking water supply;i.4. water supply & sanitation;health
oecd_riomarkers;3660;Oxfam: Zambia climate justice initiative;2012;163144;USD;United Kingdom;Zambia;Zambia;water supply & sanit. - large systems;i.4. water supply & sanitation;health
oecd_riomarkers;3661;SCIAF : The Kulima Programme;2012;757103;USD;United Kingdom;Zambia;Zambia;agricultural land resources;iii.1.a. agriculture;agriculture / food security
oecd_riomarkers;3662;Climate Adaptation in Uganda;2012;114415;USD;United Kingdom;Uganda;Uganda;environmental policy and admin. mgmt;iv.1. general environment protection;natural resource management
oecd_riomarkers;3663;Technical Assistance for Banking and Financial Services;2012;67507;USD;United States;Algeria;Algeria;financial policy & admin. management;ii.4. banking & financial services;Government / trade / finance
oecd_riomarkers;3664;Technical Assistance for Banking and Financial Services;2012;310275;USD;United States;Haiti;Haiti;financial policy & admin. management;ii.4. banking & financial services;Government / trade / finance
climatefundsupdate;1;Building Adaptive Capacity and Resilience to Climate Change in Afghanistan.;2011;4900000;USD;Least Developed Countries Fund (LDCF);Afghanistan;Afghanistan;capacity building;education,capacity building;Education,infrastructure / risk management
climatefundsupdate;2;Enabling Activities for the Preparation of National Adaptation Programmes of Action (NAPAs);2004;200000;USD;Least Developed Countries Fund (LDCF);Afghanistan;Afghanistan;policy development;cross-sector;Government / trade / finance
climatefundsupdate;3;Strengthening the resilience of rural livelihood options for Afghan communities in Panjshir, Balkh, Uruzgan and Herat Provinces to manage climate change-induced disaster risks;2013;0;USD;Least Developed Countries Fund (LDCF);Afghanistan;Afghanistan;livelihood diversification,sustainable livelihoods,disaster management;food security;agriculture / food security
climatefundsupdate;4;Building the Resilience of Kune-Vaini Lagoon through Ecosytem-based Adaptation (EbA);2013;0;USD;Special Climate Change Fund (SCCF);Albania;Albania;land rehabilitation and protection,biodiversity;terrestrial ecosystems;natural resource management
climatefundsupdate;5;Enabling Activities for the Preparation of a National Adaptation Plan of Action;2008;200000;USD;Least Developed Countries Fund (LDCF);Angola;Angola;policy development,capacity building;cross-sector;Government / trade / finance
climatefundsupdate;6;Integrating Climate Change into Environment and Sustainable Land Management Practices;2013;0;USD;Least Developed Countries Fund (LDCF);Angola;Angola;mainstreaming,land management;terrestrial ecosystems;natural resource management
climatefundsupdate;7;Promoting Climate-resilient Development and Enhanced Adaptive Capacity to Withstand Disaster Risks in Angolanâ€™s Cuvelai River Basin;2013;0;USD;Least Developed Countries Fund (LDCF);Angola;Angola;river basin,capacity building,disaster management;education,capacity building;Education,infrastructure / risk management
climatefundsupdate;8;Enhancing the Adaptive Capacity and Increasing Resilience of Small-scale Agriculture Producers of the Northeast of Argentina;2013;2320000;USD;Adaptation Fund (AF);Argentina;Argentina;agriculture,sustainable livelihoods,weather/climate information;food security;agriculture / food security
climatefundsupdate;9;Increasing Climate Resilience and Enhancing Sustainable Land Management in the Southwest of Buenos Aires Province;2012;580000;USD;Adaptation Fund (AF);Argentina;Argentina;land management,capacity building;terrestrial ecosystems;natural resource management
climatefundsupdate;10;Integrating climate change risks into water and flood management by vulnerable mountainous communities in the Greater Caucasus region of Azerbaijan;2011;2700000;USD;Special Climate Change Fund (SCCF);Azerbaijan;Azerbaijan;water management,surface water,policy adaptation;water resources;water resources
climatefundsupdate;11;Climate Change Capacity Building and Knowledge Management Technical Assistance (preparation grant);2011;30000;USD;Pilot Program for Climate Resilience (PPCR);Bangladesh;Bangladesh;capacity building,technical support;education,capacity building;Education,infrastructure / risk management
climatefundsupdate;12;Climate Resilient Infrastructure Improvement in Coastal Zone Project (Project Preparation Grant);2012;510000;USD;Pilot Program for Climate Resilience (PPCR);Bangladesh;Bangladesh;infrastructure;coastal zones;coastal zone development
climatefundsupdate;13;Climate Resilient Infrastructure Improvement in Coastal Zone Project;2012;0;USD;Pilot Program for Climate Resilience (PPCR);Bangladesh;Bangladesh;coastal zone management;infrastructure;infrastructure / risk management
climatefundsupdate;14;Climate Resilient Infrastructure Improvement in Coastal Zone Project;2012;0;USD;Pilot Program for Climate Resilience (PPCR);Bangladesh;Bangladesh;coastal zones;infrastructure;infrastructure / risk management
climatefundsupdate;15;Coastal embankment improvement project;2013;0;USD;Pilot Program for Climate Resilience (PPCR);Bangladesh;Bangladesh;infrastructure;coastal zones;coastal zone development
climatefundsupdate;16;Community Based Adaptation to Climate Change through Coastal Afforestation;2008;3300000;USD;Least Developed Countries Fund (LDCF);Bangladesh;Bangladesh;coastal zone management,reforestation;coastal zones;coastal zone development
climatefundsupdate;17;Feasibility study for a pilot program of climate resilient housing in the Coastal Region (TA);2013;0;USD;Pilot Program for Climate Resilience (PPCR);Bangladesh;Bangladesh;coastal zone management;coastal zones;coastal zone development
climatefundsupdate;18;Integrating Community-based Adaptation into Afforestation and Reforestation Programmes in Bangladesh;2011;0;USD;Least Developed Countries Fund (LDCF);Bangladesh;Bangladesh;reforestation;education,capacity building;Education,infrastructure / risk management
climatefundsupdate;19;National Adapation Programme of Action;2003;200000;USD;Least Developed Countries Fund (LDCF);Bangladesh;Bangladesh;mainstreaming,policy development;cross-sector;Government / trade / finance
climatefundsupdate;20;Flood Control and Climate Resilience of Agriculture Infrastructures in Oueme Valley- Benin;2013;0;USD;Least Developed Countries Fund (LDCF);Benin;Benin;infrastructure,agriculture,early warning system;food security;agriculture / food security
climatefundsupdate;21;Integrated Adaptation Programme to Combat the Effects of Climate Change on Agricultural Production and Food Security;2009;3100000;USD;Least Developed Countries Fund (LDCF);Benin;Benin;agriculture;food security;agriculture / food security
climatefundsupdate;22;Project for the Elaboration of the National Programme of Action for Adaptation for Climate Change (NAPA);2004;200000;USD;Least Developed Countries Fund (LDCF);Benin;Benin;institutional capacity building,capacity building,policy development;cross-sector;Government / trade / finance
climatefundsupdate;23;Strengthening Climate Information and Early Warning Systems in Western and Central Africa for Climate Resilient Development and Adaptation to Climate Change - Benin;2012;0;USD;Least Developed Countries Fund (LDCF);Benin;Benin;early warning systems,disaster management;early warning systems and disaster management;disaster risk reduction
climatefundsupdate;24;Addressing the Risk of Climate-induced Disasters through Enhanced National and Local Capacity for Effective Actions;2012;0;USD;Least Developed Countries Fund (LDCF);Bhutan;Bhutan;capacity building,disaster management;early warning systems and disaster management;disaster risk reduction
climatefundsupdate;25;National Adaptation Programme of Action (NAPA);2004;200000;USD;Least Developed Countries Fund (LDCF);Bhutan;Bhutan;mainstreaming,policy development;cross-sector;Government / trade / finance
climatefundsupdate;26;Reducing Climate Change-induced Risks and Vulnerabilities from Glacial Lake Outbursts in the Punakha-Wangdi and Chamkhar Valleys;2008;3450000;USD;Least Developed Countries Fund (LDCF);Bhutan;Bhutan;disaster management,early warning system,capacity building;infrastructure;infrastructure / risk management
climatefundsupdate;27;Strengthening the Resilience to climate change in the Rio Grande Basin and National capacity for Managing Climate change (project preparation grant);2011;0;USD;Pilot Program for Climate Resilience (PPCR);Bolivia;Bolivia;capacity building,river basin;education,capacity building;Education,infrastructure / risk management
climatefundsupdate;28;Strengthening the Resilience to climate change in the Rio Grande Basin and National capacity for Managing Climate change - Concessional Loan;2011;0;USD;Pilot Program for Climate Resilience (PPCR);Bolivia;Bolivia;capacity building,river basin;cross-sector;Government / trade / finance
climatefundsupdate;29;Strengthening the Resilience to climate change in the Rio Grande Basin and National capacity for Managing Climate change - Grant;2011;0;USD;Pilot Program for Climate Resilience (PPCR);Bolivia;Bolivia;capacity building,river basin;cross-sector;Government / trade / finance
climatefundsupdate;30;design of national Strategic Programs for Climate Resilience (SPCR) (phase 1 funding);2011;120000;USD;Pilot Program for Climate Resilience (PPCR);Bolivia;Bolivia;mainstreaming and  policy  implementation,capacity building;cross-sector;Government / trade / finance
climatefundsupdate;31;Integrating Climate Resilience into Agricultural and Pastoral Production for Food Security in Vulnerable Rural Areas Through the Farmers Field School Approach.;2012;0;USD;Least Developed Countries Fund (LDCF);Burkina Faso;Burkina Faso;agriculture,livestock,land management;food security;agriculture / food security
climatefundsupdate;32;National Adaptation Program of Action;2004;200000;USD;Least Developed Countries Fund (LDCF);Burkina Faso;Burkina Faso;mainstreaming,policy development;cross-sector;Government / trade / finance
climatefundsupdate;33;Reducing vulnerability of natural resource dependent livelihoods in two landscapes at risk of the effects of climate change in Burkina Faso: Boucles du Mouhoun Forest Corridor and Mare d'Oursi Wetlands Basin;2012;0;USD;Least Developed Countries Fund (LDCF);Burkina Faso;Burkina Faso;livelihood diversification;terrestrial ecosystems;natural resource management
climatefundsupdate;34;Strengthening Adaptation Capacities and Reducing the Vulnerability to Climate Change in Burkina Faso;2008;2900000;USD;Least Developed Countries Fund (LDCF);Burkina Faso;Burkina Faso;capacity building;education,capacity building;Education,infrastructure / risk management
climatefundsupdate;35;Strengthening Climate Information and Early Warning Systems in Western and Central Africa for Climate Resilient Development and Adaptation to Climate Change - Burkina Faso;2012;0;USD;Least Developed Countries Fund (LDCF);Burkina Faso;Burkina Faso;early warning systems,disaster management;early warning systems and disaster management;disaster risk reduction
climatefundsupdate;36;Community Disaster Risk Management in Burundi;2012;0;USD;Least Developed Countries Fund (LDCF);Burundi;Burundi;early warning system,disaster management;early warning systems and disaster management;disaster risk reduction
climatefundsupdate;37;Enhancing Climate Risk Management and Adaptation in Burundi (ECRAMB);2011;0;USD;Least Developed Countries Fund (LDCF);Burundi;Burundi;weather/climate information,disaster management;early warning systems and disaster management;disaster risk reduction
climatefundsupdate;38;Preparation du Plan d'Action National d'Adaptation du Burundi aux changements climatiques;2004;200000;USD;Least Developed Countries Fund (LDCF);Burundi;Burundi;policy development;cross-sector;Government / trade / finance
climatefundsupdate;39;Climate Proofing Infrastructure in the Southern Economic Corridor (SEC) Towns (ADB) (Project Preparation Grant);2011;530000;USD;Pilot Program for Climate Resilience (PPCR);Cambodia;Cambodia;infrastructure;infrastructure;infrastructure / risk management
climatefundsupdate;40;Climate Proofing Infrastructure in the Southern Economic Corridor (SEC) Towns;2012;0;USD;Pilot Program for Climate Resilience (PPCR);Cambodia;Cambodia;infrastructure;infrastructure;infrastructure / risk management
climatefundsupdate;41;Climate Proofing of Agricultural Infrastructure and Business-focused Adaptation (ADB) (Project Preparation Grant);2011;400000;USD;Pilot Program for Climate Resilience (PPCR);Cambodia;Cambodia;agriculture,sustainable livelihoods;infrastructure;infrastructure / risk management
climatefundsupdate;42;Climate Proofing of Agricultural Infrastructure and Business-focused Adaptation (ADB) - Concessional Loan;;0;USD;Pilot Program for Climate Resilience (PPCR);Cambodia;Cambodia;agriculture,sustainable livelihoods;infrastructure;infrastructure / risk management
climatefundsupdate;43;Climate Proofing of Agricultural Infrastructure and Business-focused Adaptation (ADB)- Grant;;0;USD;Pilot Program for Climate Resilience (PPCR);Cambodia;Cambodia;agriculture,sustainable livelihoods;infrastructure;infrastructure / risk management
climatefundsupdate;44;Enhancement of Flood and Drought Management in Pursat Province (ADB);2012;0;USD;Pilot Program for Climate Resilience (PPCR);Cambodia;Cambodia;land management,water management,coastal zone;food security;agriculture / food security
climatefundsupdate;45;Enhancement of Flood and Drought Management in Pursat and Kratie Provinces (ADB) (Project Preparation Grant);2011;140000;USD;Pilot Program for Climate Resilience (PPCR);Cambodia;Cambodia;land management,water management,coastal zone;food security;agriculture / food security
climatefundsupdate;46;Enhancing Climate Resilience of Rural Communities Living in Protected Areas of Cambodia;2012;1110000;USD;Adaptation Fund (AF);Cambodia;Cambodia;local capacity building;education,capacity building;Education,infrastructure / risk management
climatefundsupdate;47;Mainstreaming Climate Resilience into Development Planning (ADB);2012;0;USD;Pilot Program for Climate Resilience (PPCR);Cambodia;Cambodia;mainstreaming;cross-sector;Government / trade / finance
climatefundsupdate;48;Mainstreaming Climate Resilience into Development Planning in Key Vulnerable Sectors (ADB) (Project Preparation Grant);2011;0;USD;Pilot Program for Climate Resilience (PPCR);Cambodia;Cambodia;mainstreaming;cross-sector;Government / trade / finance
climatefundsupdate;49;Programme of Action for Adaptation to Climate Change;2003;200000;USD;Least Developed Countries Fund (LDCF);Cambodia;Cambodia;policy development,capacity building;cross-sector;Government / trade / finance
climatefundsupdate;50;Promoting Climate-Resilient Water Management and Agricultural Practices;2008;1850000;USD;Least Developed Countries Fund (LDCF);Cambodia;Cambodia;water management,agriculture;water resources;water resources
climatefundsupdate;51;Provincial Roads Improvement Project - Climate Proofing of Roads in Prey Veng, Svay Rieng, Kampong Chhnang and Kampong Speu Provinces (ADB);2011;0;USD;Pilot Program for Climate Resilience (PPCR);Cambodia;Cambodia;infrastructure;infrastructure;infrastructure / risk management
climatefundsupdate;52;Provincial Roads Improvement Project - Climate Proofing of Roads in Prey Veng, Svay Rieng, Kampong Chhnang and Kampong Speu Provinces (ADB);2011;0;USD;Pilot Program for Climate Resilience (PPCR);Cambodia;Cambodia;infrastructure;infrastructure;infrastructure / risk management
climatefundsupdate;53;Strengthening Climate Information and Early Warning Systems in Cambodia to Support Climate Resilient Development and Adaptation to Climate Change;2013;0;USD;Least Developed Countries Fund (LDCF);Cambodia;Cambodia;early warning systems,weather/climate information;early warning systems and disaster management;disaster risk reduction
climatefundsupdate;54;Strengthening the adaptive capacity and resilience of rural communities using micro watershed approaches to climate change and variability to attain sustainable food security;2011;0;USD;Least Developed Countries Fund (LDCF);Cambodia;Cambodia;water management,land rehabilitation;food security;agriculture / food security
climatefundsupdate;55;Vulnerability Assessment and Adaptation Programme for Climate Change in the Coastal Zone of Cambodia Considering Livelihood Improvement and Ecosystems;2010;1640000;USD;Least Developed Countries Fund (LDCF);Cambodia;Cambodia;coastal zone management,coastal zones,restoration and protection of coastal ecosystem;coastal zones;coastal zone development
