Id;Keyword_01;Keyword_02;Keyword_03;Keyword_04;Keyword_05;Tag_01;Tag_02;Tag_03;Tag_04;Tag_05;Tag_06;category;Checked keyword_01;Checked keyword_02;Checked keyword_03;Project;Focus;Financial Instrument;Country;Country Income Level;Region;Funder;Approved Year;Fund First Disbursed;Implementor;Approved;Disbursed
15;agriculture;communities;river;;;change climate impact;;basin river ;agricultural communities living marginalized;;;food security;river basin;agriculture;;Addressing Climate Change Impacts on Marginalized Agricultural Communities Living in the Mahaweli River Basin of Sri Lanka  - 1655;Adaptation;Grant;Sri Lanka;Lower-middle-income economies;Asia and Pacific;Adaptation Fund (AF);2012;;WFP;7.99;2.801
274;rural development planning;;;;;resilience ;change climate risk;Sri Lanka ; conflict development post recovery;;;cross-sector ;capacity building;;;Strengthening the Resilience of Post Conflict Recovery and Development to Climate Change Risks in Sri Lanka - 1185;Adaptation;Grant;Sri Lanka;Lower-middle-income economies;Asia and Pacific;Special Climate Change Fund (SCCF);2011;;UNDP;3.12;0
306;planning activities;pilot programme;;;;climate resilience;;funding phase;design;national program strategic;;cross-sector ;Mainstreaming  ;Capacity building ;policy implementation;design of national Strategic Programs for Climate Resilience (SPCR) (phase 1 funding) - 190;Adaptation;Grant;St Lucia;Upper-middle-income economies;Latin America and the Caribbean;Pilot Program for Climate Resilience (PPCR);2010;;;0.32;0.27
86;disasters;risk reduction;;;;grant preparation project; climate disaster project reduction risk vulnerability;;;;;early warning systems and disaster management;disaster management;;;Disaster Vulnerability and Climate Risk Reduction Project (project preparation grant) - 288;Adaptation;Grant;St Vincent & Grenadine;Upper-middle-income economies;Latin America and the Caribbean;Pilot Program for Climate Resilience (PPCR);2010;;IBRD;0;0
87;disasters;risk reduction;;;; climate disaster project reduction risk vulnerability;;;;;;early warning systems and disaster management;disaster management;;;Disaster Vulnerability and Climate Risk Reduction Project - 219;Adaptation;Grant;St Vincent & Grenadine;Upper-middle-income economies;Latin America and the Caribbean;Pilot Program for Climate Resilience (PPCR);2011;;;12;0.23
88;disasters;risk reduction;;;; climate disaster project reduction risk vulnerability;;;;;;early warning systems and disaster management;disaster management;;;Disaster Vulnerability and Climate Risk Reduction Project - 250;Adaptation;Concessional Loan;St Vincent & Grenadine;Upper-middle-income economies;Latin America and the Caribbean;Pilot Program for Climate Resilience (PPCR);2011;;IBRD;3;0.2
307;planning activities;pilot programme;;;;climate resilience;;funding phase;design;national program strategic;;cross-sector ;policy  implementation;Capacity building ;Mainstreaming ;design of national Strategic Programs for Climate Resilience (SPCR) (phase 1 funding) - 192;Adaptation;Grant;St Vincent & Grenadine;Upper-middle-income economies;Latin America and the Caribbean;Pilot Program for Climate Resilience (PPCR);2010;;;0.27;0.27
64;farming;production;pastoral system;;;climate rainfed resilient;climate finance risk;pastoral systems;;;;insurance;agriculture;livestock;;Climate Risk Finance for Sustainable and Climate Resilient Rainfed Farming and Pastoral Systems - 1333;Adaptation;Grant;Sudan;Lower-middle-income economies;Sub-Saharan Africa;Least Developed Countries Fund (LDCF);2012;;UNDP;5.7;0
137;agriculture;water management;capacity building;;;change climate;resilience;;agriculture ;adverse impact ;;food security;capacity building;water management;agriculture ;Implementing NAPA Priority Interventions to Build Resilience in the Agriculture and Water Sectors to the Adverse Impacts of Climate Change - 1276;Adaptation;Grant;Sudan;Lower-middle-income economies;Sub-Saharan Africa;Least Developed Countries Fund (LDCF);2008;;UNDP;3;3
192;development planning;policy development;adaptation mainstreaming;;;action;;adaptation national program;;;;cross-sector ;mainstreaming;;;National Adaptation Programme of Action (NAPA) - 1277;Adaptation;Grant;Sudan;Lower-middle-income economies;Sub-Saharan Africa;Least Developed Countries Fund (LDCF);2003;;UNEP;0.2;0.2
215;policy development;;;;;change climate;action;;adaptation national plan;response;;cross-sector ;policy development;;;Preparations of National Adaptation Plan of Action (NAPA) in response to Climate Change - 1364;Adaptation;Grant;Sudan;Lower-middle-income economies;Sub-Saharan Africa;Least Developed Countries Fund (LDCF);2013;;UNDP;0.2;0
292;water management;;;;;change climate;management resource water;implementation ;;;;water resources;water resource development;water resources;water management;To promote the implementation of national and transboundary integrated water resource management that is sustainable and equitable given expected climate change. - 1173;Adaptation;Grant;Swaziland;Lower-middle-income economies;Sub-Saharan Africa;Special Climate Change Fund (SCCF);2011;;UNDP;1.67;0
24;building capacity;;;;;grant preparation project;climate project resilience;building capacity;;;;education/capacity building;capacity building;;;Building Capacity for Climate Resilience Project (project preparation grant) - 198;Adaptation;Grant;Tajikistan;Low-income economies;Europe and Central Asia;Pilot Program for Climate Resilience (PPCR);2011;;;6;0.01
25;flood protection;irrigation;water supply infrastructure;microcredit;;grant;building climate resilience;basin river ;;;;infrastructure;irrigation;water supply infrastructure;sustainable livelihoods;Building Climate Resilience in the Pyanj River Basin (Grant) - 287;Adaptation;Grant;Tajikistan;Low-income economies;Europe and Central Asia;Pilot Program for Climate Resilience (PPCR);2012;;ADB;0;0
26;preparation activities;;;;;grant preparation project;building climate resilience;basin river ;;;;water resources;river basin;;;Building Climate Resilience in the Pyanj River Basin (project preparation grant) - 196;Adaptation;Grant;Tajikistan;Low-income economies;Europe and Central Asia;Pilot Program for Climate Resilience (PPCR);2011;;;0.75;0.32
103;energy;;;;;grant preparation project;energy sector ;climate enhacing resilience ;;;;energy;energy;;;Enhacing the Climate Resilience of the Energy Sector (project preparation grant) - 200;Adaptation;Grant;Tajikistan;Low-income economies;Europe and Central Asia;Pilot Program for Climate Resilience (PPCR);2011;;;0;0
104;energy;;;;;grant;energy sector ;climate enhacing resilience ;;;;energy;energy;;;Enhacing the Climate Resilience of the Energy Sector - Grant - 284;Adaptation;Grant;Tajikistan;Low-income economies;Europe and Central Asia;Pilot Program for Climate Resilience (PPCR);2011;;EBRD;0;0
128;land resource  management;;;;; environmental livelihoods management project rural;;;;;;terrestrial ecosystems;land management;;;Environmental Land Management and Rural Livelihoods Project - 269;Adaptation;Grant;Tajikistan;Low-income economies;Europe and Central Asia;Pilot Program for Climate Resilience (PPCR);2013;;IBRD;9.45;0
141;energy;;;;;climate;improvement;delivery hydrological project;;;;early warning systems and disaster management;early warning system;disaster management;;Improvement of Weather, Climate, and Hydrological Delivery Project - 195;Adaptation;Grant;Tajikistan;Low-income economies;Europe and Central Asia;Pilot Program for Climate Resilience (PPCR);2011;;;7;0.45
147;water management;;;;;climate resilience;rehabilitation water;;;;;water resources;water resource development;capacity building ;;Increasing Climate Resilience through Drinking Water Rehabilitation in North Tajikistan - 1174;Adaptation;Grant;Tajikistan;Low-income economies;Europe and Central Asia;Special Climate Change Fund (SCCF);2011;;World Bank;2.73;2.73
308;planning activities;pilot programme;;;;climate resilience;;funding phase;design;national program strategic;;cross-sector ;mainstreaming;Capacity building ;policy implementation;design of national Strategic Programs for Climate Resilience (SPCR) (phase 1 funding) - 194;Adaptation;Grant;Tajikistan;Low-income economies;Europe and Central Asia;Pilot Program for Climate Resilience (PPCR);2010;;;1.16;1.16
83;coastal area management;coastal protection;;;;change climate;coastal productive zone;adaptation address;capacity core;;;education/capacity building;coastal zones;local capacity building;;Developing Core Capacity to Address Adaptation to Climate Change in Productive Coastal Zones - 1278;Adaptation;Grant;Tanzania;Low-income economies;Sub-Saharan Africa;Least Developed Countries Fund (LDCF);2010;;UNEP;3.1;3.1
133;coastal area management;;;;;coastal communities;economy;implementation;livelihood of vulnerability;adaptation concrete measure;;coastal zones;sustainable livelihoods;coastal zones;public awareness;Implementation of Concrete Adaptation Measures to Reduce Vulnerability of Livelihood and Economy of Coastal Communities in Tanzania - 1646;Adaptation;Grant;Tanzania;Low-income economies;Sub-Saharan Africa;Adaptation Fund (AF);2012;2012;UNEP;5.01;0.73
172;water management;;;;;basin pangani river;change climate mainstreaming;integrated management resources water;;;;water resources;mainstreaming;river basin;;Mainstreaming Climate Change in Integrated Water Resources Management in Pangani River Basin - 1175;Adaptation;Grant;Tanzania;Low-income economies;Sub-Saharan Africa;Special Climate Change Fund (SCCF);2006;;UNDP;1;1
177;development planning;policy development;adaptation mainstreaming;;;napa;adaptation national plan;;;;;cross-sector ;mainstreaming;;;National Adaptation Plan (NAPA) for United Republic of Tanzania - 1279;Adaptation;Grant;Tanzania;Low-income economies;Sub-Saharan Africa;Least Developed Countries Fund (LDCF);2003;;UNDP;0.2;0.2
257;Early Warning System;Climate resilience;;;; climate early inmation systems warning;climate development resilient support;;;;;early warning systems and disaster management;early warning system;disaster management;;Strengthening Climate Information and Early Warning Systems in Tanzania to Support Climate Resilient Development - 1325;Adaptation;Grant;Tanzania;Low-income economies;Sub-Saharan Africa;Least Developed Countries Fund (LDCF);2012;;UNDP;4;0
273;extreme weather;coastal area management;coastal defenses;;;coastal communities vulnerable; change climate event extreme wear;address risk ;capacity ;;;coastal zones;local capacity building;public awareness;coastal zones;Strengthening the Capacity of Vulnerable Coastal Communities to Address the Risk of Climate Change and Extreme Weather Events - 1176;Adaptation;Grant;Thailand;Upper-middle-income economies;Asia and Pacific;Special Climate Change Fund (SCCF);2009;;UNDP;0.87;0.87
199;development planning;policy development;adaptation mainstreaming;;;change climate;action;;adaptation national program;;;cross-sector ;mainstreaming;;;National Adaptation Programme of Action to Climate Change (NAPA) Formulation Project - 1280;Adaptation;Grant;Timor Leste;Lower-middle-income economies;Asia and Pacific;Least Developed Countries Fund (LDCF);2008;;UNDP;0.2;0.2
275;rural infrastructure;governance;enhancing adaptive capacities;;;resilience ; government infrastructure local rural scale small systems; risk variability;;;;infrastructure;local capacity building;;;Strengthening the Resilience of Small Scale Rural Infrastructure and Local Government Systems to Climatic Variability and Risk - 1301;Adaptation;Grant;Timor Leste;Lower-middle-income economies;Asia and Pacific;Least Developed Countries Fund (LDCF);2011;;UNDP;4.6;0
12;agriculture;production;;;;agriculture production;;;;;;food security;agriculture;;;Adapting Agriculture Production in Togo (ADAPT) - 1294;Adaptation;Grant;Togo;Low-income economies;Sub-Saharan Africa;Least Developed Countries Fund (LDCF);2011;;IFAD;5.36;0
97;policy development;capacity building;;;;adaptation;action national;changements climatiques;du elaboration program;;;cross-sector ;policy development;;;Elaboration du Programme dï¿½Action National pour lï¿½Adaptation aux Changements Climatiques - 1281;Adaptation;Grant;Togo;Low-income economies;Sub-Saharan Africa;Least Developed Countries Fund (LDCF);2004;;UNDP;0.2;0.2
309;planning activities;pilot programme;;;;climate resilience;;funding phase;design;national program strategic;;cross-sector ;mainstreaming;Capacity building ;policy implementation;design of national Strategic Programs for Climate Resilience (SPCR) (phase 1 funding) - 202;Adaptation;Grant;Tonga;Lower-middle-income economies;Asia and Pacific;Pilot Program for Climate Resilience (PPCR);2010;;;0.25;0.18
17;coast;coastal zones;vulnerabilities;;;area coastal vulnerable;; change climate risk vulnerability;;;;coastal zones;coastal zones;;;Addressing Climate Change Vulnerabilities and Risks in Vulnerable Coastal Areas of Tunisia - 1190;Adaptation;Grant;Tunisia;Upper-middle-income economies;Sub-Saharan Africa;Special Climate Change Fund (SCCF);2012;;UNDP;5.6;0
18;farming;agriculture;farms;;;change climate risk;system; community level national;;;;food security;agriculture;;;Addressing climate change risks to farming systems in Turkmenistan at national and community level - 1639;Adaptation;Grant;Turkmenistan;Lower-middle-income economies;Europe and Central Asia;Adaptation Fund (AF);2011;2011;UNDP;2.93;0.41
96;island;coast;livelihoods;;;climate marine resilient;governance level; capacity climate coastal enhance hazard livelihoods response;isl responsive;;;coastal zones;livelihood diversification;marine ecosystems;early warning systems;Effective and Responsive Island-level Governance to Secure and Diversify Climate Resilient Marine-based Coastal Livelihoods and Enhance Climate Hazard Response Capacity - 1302;Adaptation;Grant;Tuvalu;Lower-middle-income economies;Asia and Pacific;Least Developed Countries Fund (LDCF);2011;;UNDP;4.2;0
148;coastal area managment;;;;;change climate;resilience; area coastal community settlements;;;;coastal zones;public awareness;capacity building;coastal zones;Increasing Resilience of Coastal Areas and Community Settlements to Climate Change - 1282;Adaptation;Grant;Tuvalu;Lower-middle-income economies;Asia and Pacific;Least Developed Countries Fund (LDCF);2009;;UNDP;3;3
193;development planning;policy development;adaptation mainstreaming;;;action;;adaptation national program;;;;cross-sector ;mainstreaming;;;National Adaptation Programme of Action (NAPA) - 1283;Adaptation;Grant;Tuvalu;Lower-middle-income economies;Asia and Pacific;Least Developed Countries Fund (LDCF);2003;;UNEP;0.2;0.2
35;water;sanitation sector;;;;change climate;building resilience; water;sanitation sector;;;water resources;sanitation;water supply;water quality;Building Resilience to Climate Change in the Water and Sanitation Sector - 1350;Adaptation;Grant;Uganda;Low-income economies;Sub-Saharan Africa;Least Developed Countries Fund (LDCF);2013;;AfDB;8.369.999;0
194;development planning;policy development;adaptation mainstreaming;;;action;;adaptation national program;;;;cross-sector ;mainstreaming;;;National Adaptation Programme of Action (NAPA) - 1284;Adaptation;Grant;Uganda;Low-income economies;Sub-Saharan Africa;Least Developed Countries Fund (LDCF);2004;;UNDP;0.2;0.2
293;early warning systems;climate information;development;;; climate early inmation systems warning;climate development resilient support;;;;;early warning systems and disaster management;Early warning system ;Disater management;Early warning and climate monitoring ;Uganda: Strengthening Climate Information and Early Warning Systems in Uganda to Support Climate Resilient Development - 1330;Adaptation;Grant;Uganda;Low-income economies;Sub-Saharan Africa;Least Developed Countries Fund (LDCF);2012;;UNDP;4;0
41;woman;children;;;;climate; child women;building resilience ;;ability;;education/capacity building;women and children;;;Building the Resilience and Ability to Adapt of Women and Children to Changing Climate in Democratic Republic of Congo - 1332;Adaptation;Grant;Unknown;Unknown;Unknown;Least Developed Countries Fund (LDCF);2013;;UNDP;4.73;0
33;livestock management;biodiversity conservation;water management;drought control;;change climate;building resilience;smallholders vulnerable;;;;food security;livestock;biodiversity;water management;Building Resilience to Climate Change in Vulnerable Smallholders - 1640;Adaptation;Grant;Uruguay;Upper-middle-income economies;Latin America and the Caribbean;Adaptation Fund (AF);2011;2011;ANII;9.97;0.36
6;coast;coastal zones;;;;change climate;adaptation;coastal  zone;;;;coastal zones;coastal zones;;;Adaptation to Climate Change in the Coastal Zone in Vanuatu - 1339;Adaptation;Grant;Vanuatu;Lower-middle-income economies;Asia and Pacific;Least Developed Countries Fund (LDCF);2012;;UNDP;8.029.999;0
149;enhancing adaptive capacities;food security;water management;;;resilience; change climate hazard natural;;;;;cross-sector ;public awareness;;;Increasing Resilience to Climate Change and Natural Hazards - 1285;Adaptation;Grant;Vanuatu;Lower-middle-income economies;Asia and Pacific;Least Developed Countries Fund (LDCF);2009;;IBRD;2.58;0
198;development planning;policy development;adaptation mainstreaming;;;action;adaptation national program;;;;;cross-sector ;mainstreaming;;;National Adaptation Programme of Action - 1286;Adaptation;Grant;Vanuatu;Lower-middle-income economies;Asia and Pacific;Least Developed Countries Fund (LDCF);2003;;UNDP;0.2;0.2
68;coast;infrastructure;;;;climate;infrastructure planning resilient;coastal development zone;;;;coastal zones;infrastructure;coastal zones;;Climate-resilient Infrastructure Planning and Coastal Zone Development - 1177;Adaptation;Grant;Vietnam;Lower-middle-income economies;Asia and Pacific;Special Climate Change Fund (SCCF);2009;;ADB/UNDP;3.4;3.4
51;information;coordination;;;;grant preparation project;;;;;;early warning systems and disaster management;development of information system;early warning system;disaster management;Climate Information System and PPCR Program Coordination (IBRD) (project preparation grant) - 233;Adaptation;Grant;Yemen;Lower-middle-income economies;Middle East and North Africa;Pilot Program for Climate Resilience (PPCR);2012;;IBRD;0;0
52;information;coordination;;;;grant;;;;;;early warning systems and disaster management;development of information system;early warning system;disaster management;Climate Information System and PPCR Program Coordination (IBRD) - Grant - 289;Adaptation;Grant;Yemen;Lower-middle-income economies;Middle East and North Africa;Pilot Program for Climate Resilience (PPCR);2013;;IBRD;19;0
85;building capacity;mainstreaming into policy;policy development;;;action;adaptation national program;development;;;;cross-sector ;mainstreaming;policy adaptation ;policy development;Development of a National Adaptation Programme of Action - 1287;Adaptation;Grant;Yemen;Lower-middle-income economies;Middle East and North Africa;Least Developed Countries Fund (LDCF);2003;;IBRD;0.2;0.2
155;coastal area management;;;;;coastal integrated management zone;;;;;;coastal zones;coastal zones;;;Integrated Coastal Zone Management - 1288;Adaptation;Grant;Yemen;Lower-middle-income economies;Middle East and North Africa;Least Developed Countries Fund (LDCF);2009;;UNDP;4.5;0
156;water management;water harvesting;;;;change climate;harvesting integrated technologies water;shortage water;;;;water resources;water harvesting ;water management;;Integrated Water Harvesting Technologies to Adapt to Climate Change Induced Water Shortage - 1349;Adaptation;Grant;Yemen;Lower-middle-income economies;Middle East and North Africa;Least Developed Countries Fund (LDCF);2013;;UNDP;5.02;0
241;Rural Adaptation;;;;;;adaptation rural;;;;;education/capacity building;education;capacity building ;;Rural Adaptation in Yemen - 1338;Adaptation;Grant;Yemen;Lower-middle-income economies;Middle East and North Africa;Least Developed Countries Fund (LDCF);2013;;IFAD;10;0
310;planning activities;pilot programme;women;;;climate resilience;;funding phase;design;national program strategic;;cross-sector ;mainstreaming;Capacity building ;policy implementation;design of national Strategic Programs for Climate Resilience (SPCR) (phase 1 funding) - 203;Adaptation;Grant;Yemen;Lower-middle-income economies;Middle East and North Africa;Pilot Program for Climate Resilience (PPCR);2010;;;1.5;0.49
11;drought;agriculture;agro-ecological;;;change climate;adaptation;agro;ecological zone;drought;;food security;land management;public awareness;agriculture;Adaptation to the effects of drought and climate change in Agro-ecological Zone 1 and 2 in Zambia - 1289;Adaptation;Grant;Zambia;Lower-middle-income economies;Sub-Saharan Africa;Least Developed Countries Fund (LDCF);2009;;UNDP;3.45;3.45
214;policy development;;;;;action;;preparation;adaptation national program ;;;cross-sector ;policy development;capacity building ;;Preparation of the National Adaptation Programme of Action (NAPA) - 1290;Adaptation;Grant;Zambia;Lower-middle-income economies;Sub-Saharan Africa;Least Developed Countries Fund (LDCF);2004;;UNDP;0.2;0.2
254;Early Warning System;Climate resilience;;;;change climate; climate early inmation systems warning;adaptation  climate development resilient;;;;early warning systems and disaster management;early warning system;disaster management;;Strengthening Climate Information and Early Warning Systems in Eastern and Southern Africa for Climate Resilient Development and Adaptation to Climate Change - Zambia - 1324;Adaptation;Grant;Zambia;Lower-middle-income economies;Sub-Saharan Africa;Least Developed Countries Fund (LDCF);2012;;UNDP;4;0
263;Climate resilience;;;;;climate resilience;;concessional loan;;;;education/capacity building;capacity building;public awareness;;Strengthening Climate Resilience in Zambia - Concessional Loan - 285;Adaptation;Concessional Loan;Zambia;Lower-middle-income economies;Sub-Saharan Africa;Pilot Program for Climate Resilience (PPCR);2013;;IBRD;5;0
264;Climate resilience;;;;;climate resilience;grant;;;;;cross-sector ;capacity building;public awareness;;Strengthening Climate Resilience in Zambia - Grant - 286;Adaptation;Grant;Zambia;Lower-middle-income economies;Sub-Saharan Africa;Pilot Program for Climate Resilience (PPCR);2011;;IBRD;0;0.2
265;Climate resilience;preparation activities;;;;climate resilience;grant preparation project;;;;;education/capacity building;capacity building;public awareness;;Strengthening Climate Resilience in Zambia/Barotse (IBRD) (project preparation grant) - 204;Adaptation;Grant;Zambia;Lower-middle-income economies;Sub-Saharan Africa;Pilot Program for Climate Resilience (PPCR);2011;;;0;0
311;planning activities;pilot programme;;;;climate resilience;;funding phase;design;national program strategic;;cross-sector ;mainstreaming;Capacity building ;policy implementation;design of national Strategic Programs for Climate Resilience (SPCR) (phase 1 funding) - 206;Adaptation;Grant;Zambia;Lower-middle-income economies;Sub-Saharan Africa;Pilot Program for Climate Resilience (PPCR);2010;;;1.5;0.94
78;drought;;;;; change climate drought;;;;;;terrestrial ecosystems;land management;water management;;Coping with Drought and Climate Change - 1178;Adaptation;Grant;Zimbabwe;Low-income economies;Sub-Saharan Africa;Special Climate Change Fund (SCCF);2007;;UNDP;0.98;0.98
244;Rural Livelihoods;Integrated Planning Systems;;;;focus;livelihoods rural;;integrated planning systems;adaptation;;terrestrial ecosystems;land management;;;Scaling up Adaptation in Zimbabwe, with a Focus on Rural Livelihoods, by Strengthening Integrated Planning Systems - 1188;Adaptation;Grant;Zimbabwe;Low-income economies;Sub-Saharan Africa;Special Climate Change Fund (SCCF);2012;;UNDP;3.98;0
